date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:12:36	296/296	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Jan%202022%2000:42:36%20GMT	http://localhost/robots.txt		(from )
06:13:13	70406/70406	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Jan%202022%2000:43:11%20GMT	http://localhost/worldmoviesonline/	D:/World%20Movies%20Online/World%20Movies%20Online/localhost/worldmoviesonline/index.html	(from )
06:13:14	207956/207956	---M--	200	added ('OK')	text/css	etag:%2232c54-5d605a1dce389%22	http://localhost/worldmoviesonline/wp-content/cache/wpo-minify/1642694466/assets/wpo-minify-header-60ac1683.min.css	D:/World%20Movies%20Online/World%20Movies%20Online/localhost/worldmoviesonline/wp-content/cache/wpo-minify/1642694466/assets/wpo-minify-header-60ac1683.min.css	(from http://localhost/worldmoviesonline/)
06:13:15	10732/10732	---M--	200	added ('OK')	text/css	etag:%2229ec-5d605a1f1da80%22	http://localhost/worldmoviesonline/wp-content/cache/wpo-minify/1642694466/assets/wpo-minify-header-30852863.min.css	D:/World%20Movies%20Online/World%20Movies%20Online/localhost/worldmoviesonline/wp-content/cache/wpo-minify/1642694466/assets/wpo-minify-header-30852863.min.css	(from http://localhost/worldmoviesonline/)
06:13:20	782/782	---M-Z	200	added ('OK')	application/rss+xml	etag:%22bd1edfdfadc487ea5742c64cea7d2edf%22	http://localhost/worldmoviesonline/comments/feed/	D:/World%20Movies%20Online/World%20Movies%20Online/localhost/worldmoviesonline/comments/feed/index.html	(from http://localhost/worldmoviesonline/)
06:13:21	1138/1138	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a782ccfe5f3b3b5503b4fe19e46ff696%22	http://localhost/worldmoviesonline/feed/	D:/World%20Movies%20Online/World%20Movies%20Online/localhost/worldmoviesonline/feed/index.html	(from http://localhost/worldmoviesonline/)
06:13:23	100746/100746	---M--	200	added ('OK')	application/javascript	etag:%221898a-5d605a1fad430%22	http://localhost/worldmoviesonline/wp-content/cache/wpo-minify/1642694466/assets/wpo-minify-header-f5340c16.min.js	D:/World%20Movies%20Online/World%20Movies%20Online/localhost/worldmoviesonline/wp-content/cache/wpo-minify/1642694466/assets/wpo-minify-header-f5340c16.min.js	(from http://localhost/worldmoviesonline/)
06:13:31	149092/149092	---MC-	200	added ('OK')	text/javascript	date:Mon,%2024%20Jan%202022%2000:43:14%20GMT	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-3987547606977043	D:/World%20Movies%20Online/World%20Movies%20Online/pagead2.googlesyndication.com/pagead/js/f2226.txt	(from http://localhost/worldmoviesonline/)
06:13:32	126501/126501	---MC-	200	added ('OK')	application/json	date:Mon,%2024%20Jan%202022%2000:43:21%20GMT	http://localhost/worldmoviesonline/wp-json/	D:/World%20Movies%20Online/World%20Movies%20Online/localhost/worldmoviesonline/wp-json/index.html	(from http://localhost/worldmoviesonline/)
06:13:35	870/870	---M--	200	added ('OK')	text/xml	date:Mon,%2024%20Jan%202022%2000:43:33%20GMT	http://localhost/worldmoviesonline/xmlrpc.php?rsd	D:/World%20Movies%20Online/World%20Movies%20Online/localhost/worldmoviesonline/xmlrpc0db0.php	(from http://localhost/worldmoviesonline/)
06:13:36	50804/50804	---MC-	200	added ('OK')	application/json	date:Mon,%2024%20Jan%202022%2000:43:21%20GMT	http://localhost/worldmoviesonline/wp-json/wp/v2/pages/50	D:/World%20Movies%20Online/World%20Movies%20Online/localhost/worldmoviesonline/wp-json/wp/v2/pages/50.json	(from http://localhost/worldmoviesonline/)
